,Hospital_ID,District_ID,Instrument_ID,Year_total_HD,Year_total_HI,Year_total_DI,Instument_Count,Annual_Projected_Revenue,Buy_or_not
38928,Hospital 1257,District 28,Instrument 7,290742.0,32322.5,23774.131944444445,4.0,0,0
38929,Hospital 1257,District 28,Instrument 6,290742.0,7669.5,9646.110144927536,4.0,0,0
38930,Hospital 1257,District 28,Instrument 8,290742.0,141.5,10941.20945945946,4.0,0,0
38939,Hospital 1257,District 50,Instrument 2,24235.5,207755.35,174719.4918918919,2.0,0,0
38940,Hospital 1257,District 50,Instrument 1,24235.5,5604.0,24068.86075949367,2.0,0,0
38941,Hospital 1257,District 50,Instrument 4,24235.5,18951.0,99272.89873417722,2.0,0,0
38942,Hospital 1257,District 50,Instrument 5,24235.5,8186.5,150119.26628895185,2.0,0,0
38943,Hospital 1257,District 50,Instrument 7,24235.5,32322.5,12526.34765625,2.0,0,0
38944,Hospital 1257,District 50,Instrument 6,24235.5,7669.5,37174.170454545456,2.0,0,0
38945,Hospital 1257,District 50,Instrument 8,24235.5,141.5,271454.8461538461,2.0,0,0
38946,Hospital 1258,District 28,Instrument 2,504.6,29534.833333333332,43563.67746686303,5.0,0,0
38947,Hospital 1258,District 28,Instrument 4,504.6,449.0,5271.008595988539,5.0,0,0
38948,Hospital 1258,District 28,Instrument 8,504.6,72.0,10941.20945945946,5.0,0,0
38949,Hospital 1260,District 28,Instrument 2,43628.4,15294.5,43563.67746686303,5.0,0,0
38950,Hospital 1260,District 28,Instrument 7,43628.4,15418.5,23774.131944444445,5.0,0,0
38951,Hospital 1260,District 28,Instrument 8,43628.4,1.0,10941.20945945946,5.0,0,0
38952,Hospital 1267,District 18,Instrument 3,31820.666666666668,20762.916666666668,5397.134529147982,3.0,0,0
38953,Hospital 1267,District 18,Instrument 5,31820.666666666668,76377.0,5289.737288135593,3.0,0,0
38954,Hospital 1267,District 18,Instrument 7,31820.666666666668,94400.8,41011.17834394905,3.0,0,0
38955,Hospital 1267,District 18,Instrument 6,31820.666666666668,19133.5,1.0,3.0,0,0
38956,Hospital 1267,District 18,Instrument 8,31820.666666666668,18198.166666666668,74.30434782608695,3.0,0,0
38957,Hospital 1267,District 20,Instrument 2,45281.0,77691.85714285714,31891.211143695014,4.0,0,0
38958,Hospital 1267,District 20,Instrument 1,45281.0,2651.3846153846152,1962.327536231884,4.0,0,0
38961,Hospital 1267,District 28,Instrument 3,19361.0,20762.916666666668,8155.575221238938,3.0,0,0
38962,Hospital 1267,District 28,Instrument 4,19361.0,7705.5,5271.008595988539,3.0,0,0
38963,Hospital 1267,District 28,Instrument 5,19361.0,76377.0,4642.685344827586,3.0,0,0
38964,Hospital 1267,District 28,Instrument 7,19361.0,94400.8,23774.131944444445,3.0,0,0
38965,Hospital 1267,District 28,Instrument 6,19361.0,19133.5,9646.110144927536,3.0,0,0
38966,Hospital 1268,District 12,Instrument 3,218087.5,8676.416666666666,22507.63245823389,2.0,0,0
38972,Hospital 1271,District 15,Instrument 2,1808.5,43106.0,7663.1949152542375,4.0,0,0
38976,Hospital 1271,District 41,Instrument 2,8822.666666666666,43106.0,15395.28094302554,3.0,0,0
38978,Hospital 1271,District 41,Instrument 5,8822.666666666666,5201.666666666667,11379.309133489462,3.0,0,0
38981,Hospital 1275,District 20,Instrument 3,5417.666666666667,4868.2,36082.17345597898,3.0,0,0
38985,Hospital 1275,District 20,Instrument 8,5417.666666666667,709.0,8481.058479532163,3.0,0,0
38986,Hospital 1281,District 13,Instrument 3,110930.8,9913.333333333334,25765.941964285714,5.0,0,0
38988,Hospital 1281,District 13,Instrument 6,110930.8,57.0,811974.0,5.0,0,0
38989,Hospital 1281,District 28,Instrument 2,31849.0,69752.25,43563.67746686303,4.0,0,0
38990,Hospital 1281,District 28,Instrument 5,31849.0,87574.66666666667,4642.685344827586,4.0,0,0
38991,Hospital 1281,District 28,Instrument 7,31849.0,26679.333333333332,23774.131944444445,4.0,0,0
38992,Hospital 1281,District 28,Instrument 6,31849.0,57.0,9646.110144927536,4.0,0,0
38993,Hospital 1282,District 32,Instrument 2,4615.333333333333,62001.0,10887.244655581948,3.0,0,0
38994,Hospital 1282,District 32,Instrument 5,4615.333333333333,26157.0,4146.619047619048,3.0,0,0
38997,Hospital 1282,District 32,Instrument 8,4615.333333333333,398719.5,2917.3673469387754,3.0,0,0
38998,Hospital 1282,District 32,Instrument 2,4615.333333333333,62001.0,10887.244655581948,3.0,0,0
38999,Hospital 1282,District 32,Instrument 5,4615.333333333333,26157.0,4146.619047619048,3.0,0,0
39002,Hospital 1282,District 32,Instrument 8,4615.333333333333,398719.5,2917.3673469387754,3.0,0,0
39003,Hospital 1283,District 13,Instrument 3,19938.75,2879.2,25765.941964285714,4.0,0,0
39004,Hospital 1283,District 13,Instrument 5,19938.75,3031.6666666666665,56086.90536723164,4.0,0,0
39006,Hospital 1283,District 13,Instrument 6,19938.75,713.0,811974.0,4.0,0,0
39007,Hospital 1283,District 13,Instrument 3,19938.75,2879.2,25765.941964285714,4.0,0,0
39008,Hospital 1283,District 13,Instrument 5,19938.75,3031.6666666666665,56086.90536723164,4.0,0,0
39010,Hospital 1283,District 13,Instrument 6,19938.75,713.0,811974.0,4.0,0,0
39011,Hospital 1286,District 20,Instrument 3,5875.333333333333,2019.0,36082.17345597898,3.0,0,0
39014,Hospital 1286,District 20,Instrument 6,5875.333333333333,364.0,2140.8829174664106,3.0,0,0
39015,Hospital 1286,District 20,Instrument 8,5875.333333333333,36.0,8481.058479532163,3.0,0,0
39017,Hospital 1288,District 20,Instrument 3,1687.3333333333333,76477.0,36082.17345597898,3.0,0,0
39018,Hospital 1288,District 20,Instrument 1,1687.3333333333333,7686.0,1962.327536231884,3.0,0,0
39022,Hospital 1288,District 20,Instrument 3,1687.3333333333333,76477.0,36082.17345597898,3.0,0,0
39023,Hospital 1288,District 20,Instrument 1,1687.3333333333333,7686.0,1962.327536231884,3.0,0,0
39027,Hospital 1288,District 50,Instrument 8,13897.25,18.0,271454.8461538461,8.0,0,0
39028,Hospital 1289,District 20,Instrument 2,1857.0,18970.666666666668,31891.211143695014,3.0,0,0
39029,Hospital 1289,District 20,Instrument 1,1857.0,1233.1666666666667,1962.327536231884,3.0,0,0
39032,Hospital 1289,District 20,Instrument 8,1857.0,920.0,8481.058479532163,3.0,0,0
39033,Hospital 1291,District 10,Instrument 2,4277.0,32503.366666666665,23602.90322580645,3.0,0,0
39034,Hospital 1291,District 10,Instrument 4,4277.0,9355.4,1396.5928571428572,3.0,0,0
39036,Hospital 1291,District 10,Instrument 7,4277.0,11200.2,20745.868686868685,3.0,0,0
39038,Hospital 1291,District 13,Instrument 3,37591.5,13258.6875,25765.941964285714,4.0,0,0
39039,Hospital 1291,District 13,Instrument 1,37591.5,1558.2142857142858,1982.782212086659,4.0,0,0
39041,Hospital 1291,District 13,Instrument 6,37591.5,2552.5,811974.0,4.0,0,0
39042,Hospital 1291,District 32,Instrument 2,4969.0,32503.366666666665,10887.244655581948,2.0,0,0
39043,Hospital 1291,District 32,Instrument 3,4969.0,13258.6875,3088.306629834254,2.0,0,0
39044,Hospital 1291,District 32,Instrument 4,4969.0,9355.4,1744.9411764705883,2.0,0,0
39047,Hospital 1291,District 32,Instrument 8,4969.0,90.75,2917.3673469387754,2.0,0,0
39048,Hospital 1291,District 32,Instrument 2,4969.0,32503.366666666665,10887.244655581948,2.0,0,0
39049,Hospital 1291,District 32,Instrument 3,4969.0,13258.6875,3088.306629834254,2.0,0,0
39050,Hospital 1291,District 32,Instrument 4,4969.0,9355.4,1744.9411764705883,2.0,0,0
39053,Hospital 1291,District 32,Instrument 8,4969.0,90.75,2917.3673469387754,2.0,0,0
39070,Hospital 1293,District 41,Instrument 2,110.0,14287.8,15395.28094302554,1.0,0,0
39071,Hospital 1293,District 41,Instrument 3,110.0,4705.333333333333,26894.46508379888,1.0,0,0
39072,Hospital 1293,District 41,Instrument 1,110.0,873.1428571428571,2866.2077519379845,1.0,0,0
39074,Hospital 1293,District 41,Instrument 5,110.0,8378.5,11379.309133489462,1.0,0,0
39077,Hospital 1294,District 13,Instrument 2,176021.8,42204.84210526316,126076.28636363636,5.0,0,0
39079,Hospital 1294,District 13,Instrument 6,176021.8,7833.0,811974.0,5.0,0,0
39080,Hospital 1294,District 41,Instrument 2,991.0,42204.84210526316,15395.28094302554,3.0,0,0
39081,Hospital 1294,District 41,Instrument 3,991.0,14090.076923076924,26894.46508379888,3.0,0,0
39085,Hospital 1299,District 41,Instrument 2,2524.0,19195.285714285714,15395.28094302554,3.0,0,0
39089,Hospital 1299,District 41,Instrument 8,2524.0,257.0,20820.0,3.0,0,0
39090,Hospital 13,District 20,Instrument 2,65562.0,202685.4,31891.211143695014,2.0,0,0
39091,Hospital 13,District 20,Instrument 1,65562.0,16055.818181818182,1962.327536231884,2.0,0,0
39094,Hospital 13,District 20,Instrument 7,65562.0,14650.57142857143,7843.473584905661,2.0,0,0
39096,Hospital 13,District 50,Instrument 4,735649.8333333334,16703.5,99272.89873417722,6.0,0,0
39097,Hospital 13,District 50,Instrument 7,735649.8333333334,14650.57142857143,12526.34765625,6.0,0,0
39098,Hospital 13,District 50,Instrument 6,735649.8333333334,49311.0,37174.170454545456,6.0,0,0
39100,Hospital 1301,District 13,Instrument 2,1328.4,25876.0,126076.28636363636,5.0,0,0
39102,Hospital 1301,District 13,Instrument 6,1328.4,1320.0,811974.0,5.0,0,0
39103,Hospital 1301,District 20,Instrument 2,10245.5,25876.0,31891.211143695014,4.0,0,0
39104,Hospital 1301,District 20,Instrument 1,10245.5,6897.0,1962.327536231884,4.0,0,0
39109,Hospital 1303,District 13,Instrument 6,74096.2,818.0,811974.0,5.0,0,0
39113,Hospital 1304,District 15,Instrument 2,2172.25,373520.6923076923,7663.1949152542375,4.0,0,0
39117,Hospital 1304,District 34,Instrument 2,2593.3333333333335,373520.6923076923,13357.081534772182,6.0,0,0
39119,Hospital 1306,District 20,Instrument 2,120.5,29536.555555555555,31891.211143695014,2.0,0,0
39120,Hospital 1306,District 20,Instrument 1,120.5,185.33333333333334,1962.327536231884,2.0,0,0
39123,Hospital 1306,District 20,Instrument 7,120.5,15342.0,7843.473584905661,2.0,0,0
39125,Hospital 1307,District 15,Instrument 2,228.5,39174.46153846154,7663.1949152542375,2.0,0,0
39126,Hospital 1307,District 15,Instrument 3,228.5,10745.0,562.4619047619047,2.0,0,0
39128,Hospital 1307,District 15,Instrument 5,228.5,18665.75,4594.217948717948,2.0,0,0
39131,Hospital 131,District 28,Instrument 4,28195.0,2951.75,5271.008595988539,3.0,0,0
39132,Hospital 131,District 28,Instrument 5,28195.0,327.0,4642.685344827586,3.0,0,0
39133,Hospital 131,District 28,Instrument 7,28195.0,2371.6666666666665,23774.131944444445,3.0,0,0
39134,Hospital 131,District 28,Instrument 6,28195.0,291.0,9646.110144927536,3.0,0,0
39135,Hospital 131,District 28,Instrument 8,28195.0,406.0,10941.20945945946,3.0,0,0
39146,Hospital 1317,District 20,Instrument 2,16370.0,9724.3,31891.211143695014,3.0,0,0
39147,Hospital 1317,District 20,Instrument 1,16370.0,442.6,1962.327536231884,3.0,0,0
39151,Hospital 1317,District 50,Instrument 2,10650.0,9724.3,174719.4918918919,1.0,0,0
39152,Hospital 1317,District 50,Instrument 1,10650.0,442.6,24068.86075949367,1.0,0,0
39153,Hospital 1317,District 50,Instrument 4,10650.0,2537.5,99272.89873417722,1.0,0,0
39154,Hospital 1317,District 50,Instrument 5,10650.0,12913.5,150119.26628895185,1.0,0,0
39155,Hospital 1317,District 50,Instrument 7,10650.0,18715.5,12526.34765625,1.0,0,0
39156,Hospital 1317,District 50,Instrument 6,10650.0,29.0,37174.170454545456,1.0,0,0
39158,Hospital 1318,District 15,Instrument 2,405.5,15240.416666666666,7663.1949152542375,2.0,0,0
39159,Hospital 1318,District 15,Instrument 3,405.5,9883.3,562.4619047619047,2.0,0,0
39161,Hospital 1318,District 15,Instrument 5,405.5,2937.5,4594.217948717948,2.0,0,0
39164,Hospital 1324,District 41,Instrument 2,2232.75,332588.44444444444,15395.28094302554,4.0,0,0
39168,Hospital 1328,District 34,Instrument 3,28543.5,31955.46153846154,3073.4128205128204,6.0,0,0
39170,Hospital 1329,District 20,Instrument 2,23888.0,38162.88888888889,31891.211143695014,4.0,0,0
39171,Hospital 1329,District 20,Instrument 1,23888.0,2623.875,1962.327536231884,4.0,0,0
39174,Hospital 1329,District 41,Instrument 2,19298.666666666668,38162.88888888889,15395.28094302554,3.0,0,0
39178,Hospital 1329,District 41,Instrument 8,19298.666666666668,92.0,20820.0,3.0,0,0
39179,Hospital 1329,District 50,Instrument 2,71064.5,38162.88888888889,174719.4918918919,4.0,0,0
39180,Hospital 1329,District 50,Instrument 1,71064.5,2623.875,24068.86075949367,4.0,0,0
39181,Hospital 1329,District 50,Instrument 4,71064.5,972.4,99272.89873417722,4.0,0,0
39182,Hospital 1329,District 50,Instrument 8,71064.5,92.0,271454.8461538461,4.0,0,0
39183,Hospital 133,District 28,Instrument 2,18471.333333333332,203.66666666666666,43563.67746686303,3.0,0,0
39184,Hospital 133,District 28,Instrument 3,18471.333333333332,603.0,8155.575221238938,3.0,0,0
39185,Hospital 133,District 28,Instrument 7,18471.333333333332,60.0,23774.131944444445,3.0,0,0
39188,Hospital 1332,District 18,Instrument 2,5141.666666666667,53990.0625,102427.68189509306,3.0,0,0
39189,Hospital 1332,District 18,Instrument 5,5141.666666666667,27371.0,5289.737288135593,3.0,0,0
39190,Hospital 1332,District 18,Instrument 7,5141.666666666667,19683.0,41011.17834394905,3.0,0,0
39191,Hospital 1332,District 18,Instrument 6,5141.666666666667,2097.3333333333335,1.0,3.0,0,0
39192,Hospital 1332,District 18,Instrument 8,5141.666666666667,756.0,74.30434782608695,3.0,0,0
39193,Hospital 1332,District 20,Instrument 2,118959.5,53990.0625,31891.211143695014,2.0,0,0
39194,Hospital 1332,District 20,Instrument 1,118959.5,863.3,1962.327536231884,2.0,0,0
39197,Hospital 1332,District 20,Instrument 6,118959.5,2097.3333333333335,2140.8829174664106,2.0,0,0
39198,Hospital 1332,District 20,Instrument 8,118959.5,756.0,8481.058479532163,2.0,0,0
39199,Hospital 1332,District 32,Instrument 4,9692.0,2919.0,1744.9411764705883,4.0,0,0
39200,Hospital 1332,District 32,Instrument 5,9692.0,27371.0,4146.619047619048,4.0,0,0
39203,Hospital 1336,District 20,Instrument 2,16273.25,59504.954545454544,31891.211143695014,4.0,0,0
39204,Hospital 1336,District 20,Instrument 1,16273.25,1615.7272727272727,1962.327536231884,4.0,0,0
39207,Hospital 1351,District 51,Instrument 2,10952.0,244681.53333333333,7790.275862068966,1.0,0,0
39208,Hospital 1351,District 51,Instrument 3,10952.0,4231.166666666667,1207.7283950617284,1.0,0,0
39214,Hospital 1351,District 51,Instrument 2,10952.0,244681.53333333333,7790.275862068966,1.0,0,0
39215,Hospital 1351,District 51,Instrument 3,10952.0,4231.166666666667,1207.7283950617284,1.0,0,0
39221,Hospital 1353,District 15,Instrument 2,689.6666666666666,34427.846153846156,7663.1949152542375,3.0,0,0
39223,Hospital 1353,District 15,Instrument 5,689.6666666666666,1758.6,4594.217948717948,3.0,0,0
39226,Hospital 1353,District 28,Instrument 2,3004.8,34427.846153846156,43563.67746686303,5.0,0,0
39227,Hospital 1353,District 28,Instrument 7,3004.8,1574.0,23774.131944444445,5.0,0,0
39228,Hospital 1353,District 28,Instrument 8,3004.8,389.0,10941.20945945946,5.0,0,0
39229,Hospital 136,District 15,Instrument 2,726.3333333333334,90228.88235294117,7663.1949152542375,3.0,0,0
39231,Hospital 136,District 15,Instrument 5,726.3333333333334,169599.0,4594.217948717948,3.0,0,0
39234,Hospital 1360,District 13,Instrument 2,4834.6,9357.444444444445,126076.28636363636,5.0,0,0
39236,Hospital 1360,District 13,Instrument 6,4834.6,231.0,811974.0,5.0,0,0
39245,Hospital 1366,District 20,Instrument 2,51741.0,8324.875,31891.211143695014,1.0,0,0
39246,Hospital 1366,District 20,Instrument 3,51741.0,570.0,36082.17345597898,1.0,0,0
39247,Hospital 1366,District 20,Instrument 1,51741.0,364.5,1962.327536231884,1.0,0,0
39252,Hospital 1366,District 20,Instrument 2,51741.0,8324.875,31891.211143695014,1.0,0,0
39253,Hospital 1366,District 20,Instrument 3,51741.0,570.0,36082.17345597898,1.0,0,0
39254,Hospital 1366,District 20,Instrument 1,51741.0,364.5,1962.327536231884,1.0,0,0
39259,Hospital 1367,District 50,Instrument 2,3105.0,45317.5,174719.4918918919,2.0,0,0
39260,Hospital 1367,District 50,Instrument 4,3105.0,951.0,99272.89873417722,2.0,0,0
39261,Hospital 1367,District 50,Instrument 5,3105.0,19199.0,150119.26628895185,2.0,0,0
39266,Hospital 1368,District 34,Instrument 7,455.5,346.0,20523.526829268292,4.0,0,0
39268,Hospital 1368,District 34,Instrument 8,455.5,339.5,4870.826086956522,4.0,0,0
39277,Hospital 137,District 29,Instrument 2,10724.5,7822.3,21843.354166666668,4.0,0,0
39280,Hospital 137,District 29,Instrument 8,10724.5,922.5,1593.3095238095239,4.0,0,0
39281,Hospital 1372,District 50,Instrument 2,8888.0,35287.375,174719.4918918919,2.0,0,0
39282,Hospital 1372,District 50,Instrument 4,8888.0,2918.3333333333335,99272.89873417722,2.0,0,0
39283,Hospital 1372,District 50,Instrument 5,8888.0,16260.0,150119.26628895185,2.0,0,0
39284,Hospital 1372,District 50,Instrument 7,8888.0,9283.0,12526.34765625,2.0,0,0
39285,Hospital 1372,District 50,Instrument 6,8888.0,663.5,37174.170454545456,2.0,0,0
39286,Hospital 1372,District 50,Instrument 8,8888.0,167.0,271454.8461538461,2.0,0,0
39287,Hospital 1374,District 13,Instrument 2,18859.75,21737.8,126076.28636363636,4.0,0,0
39288,Hospital 1374,District 13,Instrument 5,18859.75,327.0,56086.90536723164,4.0,0,0
39290,Hospital 1374,District 13,Instrument 6,18859.75,54.0,811974.0,4.0,0,0
39291,Hospital 1377,District 50,Instrument 2,2557.0,41971.230769230766,174719.4918918919,3.0,0,0
39292,Hospital 1377,District 50,Instrument 1,2557.0,180.28571428571428,24068.86075949367,3.0,0,0
39293,Hospital 1377,District 50,Instrument 4,2557.0,4149.0,99272.89873417722,3.0,0,0
39294,Hospital 1377,District 50,Instrument 6,2557.0,90.0,37174.170454545456,3.0,0,0
39295,Hospital 1377,District 50,Instrument 8,2557.0,72.0,271454.8461538461,3.0,0,0
39296,Hospital 138,District 15,Instrument 2,1426.0,43641.07142857143,7663.1949152542375,3.0,0,0
39298,Hospital 138,District 15,Instrument 5,1426.0,0.0,4594.217948717948,3.0,0,0
39301,Hospital 1380,District 12,Instrument 2,3152.0,31880.941176470587,88169.7528957529,1.0,0,0
39307,Hospital 1380,District 12,Instrument 8,3152.0,204.0,23305.908333333333,1.0,0,0
39308,Hospital 1382,District 50,Instrument 2,3813.0,5766.333333333333,174719.4918918919,1.0,0,0
39309,Hospital 1382,District 50,Instrument 1,3813.0,540.3333333333334,24068.86075949367,1.0,0,0
39311,Hospital 1382,District 50,Instrument 5,3813.0,9080.0,150119.26628895185,1.0,0,0
39312,Hospital 1382,District 50,Instrument 7,3813.0,3418.0,12526.34765625,1.0,0,0
39314,Hospital 1382,District 50,Instrument 8,3813.0,5.0,271454.8461538461,1.0,0,0
39315,Hospital 1383,District 13,Instrument 3,33096.2,5911.0,25765.941964285714,5.0,0,0
39317,Hospital 1383,District 13,Instrument 6,33096.2,4705.0,811974.0,5.0,0,0
39318,Hospital 1387,District 15,Instrument 2,3077.3333333333335,61293.416666666664,7663.1949152542375,3.0,0,0
39320,Hospital 1387,District 15,Instrument 5,3077.3333333333335,25699.0,4594.217948717948,3.0,0,0
39323,Hospital 1387,District 34,Instrument 3,1145.6666666666667,14058.25,3073.4128205128204,3.0,0,0
39324,Hospital 1387,District 34,Instrument 5,1145.6666666666667,25699.0,3254.006896551724,3.0,0,0
39325,Hospital 1387,District 34,Instrument 7,1145.6666666666667,27331.0,20523.526829268292,3.0,0,0
39327,Hospital 1387,District 34,Instrument 8,1145.6666666666667,46.333333333333336,4870.826086956522,3.0,0,0
39328,Hospital 1390,District 18,Instrument 3,900067.1666666666,25774.636363636364,5397.134529147982,6.0,0,0
39329,Hospital 1390,District 18,Instrument 6,900067.1666666666,5474.75,1.0,6.0,0,0
39330,Hospital 1390,District 18,Instrument 8,900067.1666666666,7100.333333333333,74.30434782608695,6.0,0,0
39331,Hospital 1390,District 18,Instrument 3,900067.1666666666,25774.636363636364,5397.134529147982,6.0,0,0
39332,Hospital 1390,District 18,Instrument 6,900067.1666666666,5474.75,1.0,6.0,0,0
39333,Hospital 1390,District 18,Instrument 8,900067.1666666666,7100.333333333333,74.30434782608695,6.0,0,0
39334,Hospital 1390,District 50,Instrument 2,530825.8333333334,239748.7,174719.4918918919,6.0,0,0
39335,Hospital 1390,District 50,Instrument 1,530825.8333333334,28112.083333333332,24068.86075949367,6.0,0,0
39336,Hospital 1390,District 50,Instrument 4,530825.8333333334,18572.14285714286,99272.89873417722,6.0,0,0
39337,Hospital 1390,District 50,Instrument 6,530825.8333333334,5474.75,37174.170454545456,6.0,0,0
39338,Hospital 1390,District 50,Instrument 8,530825.8333333334,7100.333333333333,271454.8461538461,6.0,0,0
39339,Hospital 1391,District 50,Instrument 3,41200.333333333336,288.2,22842.88888888889,3.0,0,0
39340,Hospital 1391,District 50,Instrument 5,41200.333333333336,3502.0,150119.26628895185,3.0,0,0
39341,Hospital 1391,District 50,Instrument 7,41200.333333333336,348.0,12526.34765625,3.0,0,0
39344,Hospital 1393,District 13,Instrument 2,5774.0,90402.66666666667,126076.28636363636,3.0,0,0
39345,Hospital 1393,District 13,Instrument 3,5774.0,15028.8,25765.941964285714,3.0,0,0
39346,Hospital 1393,District 13,Instrument 4,5774.0,1119.6,21466.09442724458,3.0,0,0
39348,Hospital 1393,District 13,Instrument 6,5774.0,344.6666666666667,811974.0,3.0,0,0
39349,Hospital 1393,District 13,Instrument 2,5774.0,90402.66666666667,126076.28636363636,3.0,0,0
39350,Hospital 1393,District 13,Instrument 3,5774.0,15028.8,25765.941964285714,3.0,0,0
39351,Hospital 1393,District 13,Instrument 4,5774.0,1119.6,21466.09442724458,3.0,0,0
39353,Hospital 1393,District 13,Instrument 6,5774.0,344.6666666666667,811974.0,3.0,0,0
39354,Hospital 1393,District 13,Instrument 2,5774.0,90402.66666666667,126076.28636363636,3.0,0,0
39355,Hospital 1393,District 13,Instrument 3,5774.0,15028.8,25765.941964285714,3.0,0,0
39356,Hospital 1393,District 13,Instrument 4,5774.0,1119.6,21466.09442724458,3.0,0,0
39358,Hospital 1393,District 13,Instrument 6,5774.0,344.6666666666667,811974.0,3.0,0,0
39359,Hospital 1394,District 41,Instrument 2,10617.0,28785.363636363636,15395.28094302554,3.0,0,0
39363,Hospital 1394,District 41,Instrument 8,10617.0,55.0,20820.0,3.0,0,0
39364,Hospital 1396,District 20,Instrument 2,15258.0,24852.333333333332,31891.211143695014,3.0,0,0
39365,Hospital 1396,District 20,Instrument 1,15258.0,908.5714285714286,1962.327536231884,3.0,0,0
39368,Hospital 1396,District 20,Instrument 8,15258.0,217.0,8481.058479532163,3.0,0,0
39369,Hospital 14,District 20,Instrument 2,1127.5,11188.25,31891.211143695014,4.0,0,0
39370,Hospital 14,District 20,Instrument 1,1127.5,6511.166666666667,1962.327536231884,4.0,0,0
39373,Hospital 14,District 41,Instrument 2,229124.25,11188.25,15395.28094302554,4.0,0,0
39377,Hospital 140,District 10,Instrument 2,11352.8,108045.6,23602.90322580645,5.0,0,0
39380,Hospital 140,District 13,Instrument 2,8190.0,108045.6,126076.28636363636,4.0,0,0
39381,Hospital 140,District 13,Instrument 4,8190.0,1509.2,21466.09442724458,4.0,0,0
39383,Hospital 140,District 13,Instrument 6,8190.0,17822.0,811974.0,4.0,0,0
39384,Hospital 140,District 15,Instrument 2,8155.0,108045.6,7663.1949152542375,4.0,0,0
39388,Hospital 140,District 18,Instrument 2,2882.3333333333335,108045.6,102427.68189509306,3.0,0,0
39389,Hospital 140,District 18,Instrument 5,2882.3333333333335,7026.0,5289.737288135593,3.0,0,0
39390,Hospital 140,District 18,Instrument 7,2882.3333333333335,9545.4,41011.17834394905,3.0,0,0
39391,Hospital 140,District 18,Instrument 6,2882.3333333333335,17822.0,1.0,3.0,0,0
39392,Hospital 140,District 18,Instrument 8,2882.3333333333335,17763.5,74.30434782608695,3.0,0,0
39393,Hospital 140,District 32,Instrument 2,1535.0,108045.6,10887.244655581948,2.0,0,0
39394,Hospital 140,District 32,Instrument 4,1535.0,1509.2,1744.9411764705883,2.0,0,0
39395,Hospital 140,District 32,Instrument 5,1535.0,7026.0,4146.619047619048,2.0,0,0
39398,Hospital 140,District 32,Instrument 8,1535.0,17763.5,2917.3673469387754,2.0,0,0
39399,Hospital 140,District 32,Instrument 2,1535.0,108045.6,10887.244655581948,2.0,0,0
39400,Hospital 140,District 32,Instrument 4,1535.0,1509.2,1744.9411764705883,2.0,0,0
39401,Hospital 140,District 32,Instrument 5,1535.0,7026.0,4146.619047619048,2.0,0,0
39404,Hospital 140,District 32,Instrument 8,1535.0,17763.5,2917.3673469387754,2.0,0,0
39405,Hospital 1404,District 32,Instrument 2,16050.333333333334,14854.454545454546,10887.244655581948,3.0,0,0
39406,Hospital 1404,District 32,Instrument 3,16050.333333333334,4636.2,3088.306629834254,3.0,0,0
39409,Hospital 1404,District 32,Instrument 8,16050.333333333334,12644.5,2917.3673469387754,3.0,0,0
39410,Hospital 1404,District 41,Instrument 2,33709.666666666664,14854.454545454546,15395.28094302554,3.0,0,0
39414,Hospital 1404,District 41,Instrument 8,33709.666666666664,12644.5,20820.0,3.0,0,0
39415,Hospital 1405,District 13,Instrument 2,3503.6,40552.71428571428,126076.28636363636,5.0,0,0
39417,Hospital 1405,District 13,Instrument 6,3503.6,172.0,811974.0,5.0,0,0
39418,Hospital 1407,District 13,Instrument 2,1172.6666666666667,17096.285714285714,126076.28636363636,3.0,0,0
39419,Hospital 1407,District 13,Instrument 4,1172.6666666666667,1998.0,21466.09442724458,3.0,0,0
39422,Hospital 1407,District 13,Instrument 6,1172.6666666666667,199.0,811974.0,3.0,0,0
39423,Hospital 1407,District 13,Instrument 2,1172.6666666666667,17096.285714285714,126076.28636363636,3.0,0,0
39424,Hospital 1407,District 13,Instrument 4,1172.6666666666667,1998.0,21466.09442724458,3.0,0,0
39427,Hospital 1407,District 13,Instrument 6,1172.6666666666667,199.0,811974.0,3.0,0,0
39428,Hospital 1407,District 13,Instrument 2,1172.6666666666667,17096.285714285714,126076.28636363636,3.0,0,0
39429,Hospital 1407,District 13,Instrument 4,1172.6666666666667,1998.0,21466.09442724458,3.0,0,0
39432,Hospital 1407,District 13,Instrument 6,1172.6666666666667,199.0,811974.0,3.0,0,0
39433,Hospital 1409,District 41,Instrument 2,7009.0,17212.25,15395.28094302554,3.0,0,0
39437,Hospital 1409,District 41,Instrument 8,7009.0,469.0,20820.0,3.0,0,0
39438,Hospital 1409,District 50,Instrument 2,4845.0,17212.25,174719.4918918919,2.0,0,0
39439,Hospital 1409,District 50,Instrument 1,4845.0,1008.0,24068.86075949367,2.0,0,0
39440,Hospital 1409,District 50,Instrument 4,4845.0,2747.5,99272.89873417722,2.0,0,0
39441,Hospital 1409,District 50,Instrument 5,4845.0,8017.333333333333,150119.26628895185,2.0,0,0
39443,Hospital 1409,District 50,Instrument 6,4845.0,548.5,37174.170454545456,2.0,0,0
39444,Hospital 1409,District 50,Instrument 8,4845.0,469.0,271454.8461538461,2.0,0,0
39445,Hospital 1412,District 12,Instrument 3,77833.0,33096.769230769234,22507.63245823389,1.0,0,0
